HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,source_id,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,lum_val,lum_percentile_lower,lum_percentile_upper,age_up_diff,age_lo_diff,age_err,mass_up_diff,mass_lo_diff,mass_err,Age,Age_err,logAge,logAge_err,logMass,logMass_err,logTeff,logLum
18453,6609,225,4.12,0.14,,,2160.0,2104.0,2024.0,1631.0,2661.0,68,1334.0,4217.0,95,2179.0,1.5,1.49,1.46,1.3,1.7,68,1.2,1.8,95,1.36,250437313946591360,5.1455555,164863328.89946565,291226.0109382491,5.401328,95504538.7206673,138023.30239755422,4.831461,93795855.22951023,135476.34788946225,9.428662,9.372154,9.48517,501.0,529.0,501.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,2160000000.0,501000000.0,9.334453751150932,0.10073219233033756,0.17609125905568124,0.05790593092043356,3.82013575187043,0.9744500673666884
18471,7019,239,3.97,0.14,,,644.0,818.0,1206.0,405.0,1907.0,68,82.0,2661.0,95,1555.0,1.38,1.39,1.38,1.3,1.5,68,1.2,1.5,95,1.6,65319619282119808,5.5137057,117452968.4767724,105905.11646406035,5.720482,71180737.35768566,104054.44014538747,5.2362394,64605898.40785495,104293.99975680308,8.896837,8.850861,8.942814,1263.0,239.0,239.0,0.1200000000000001,0.07999999999999985,0.1200000000000001,644000000.0,239000000.0,8.808885867359812,0.1611745049299335,0.13987908640123647,0.03776473755680453,3.8462752424122133,0.9492356338807274
18481,10439,355,4.23,0.14,252.0,0.0,206.0,252.0,312.0,188.0,372.0,68,55.0,398.0,95,200.0,2.47,2.45,2.42,2.3,2.6,68,2.2,2.8,95,2.41,3273790103563944064,6.0655375,70653108.86552115,32644.473068283507,6.108693,49782641.59140708,98660.62601861628,6.034429,30973937.596942555,80745.56559888013,,,,166.0,18.0,18.0,0.1299999999999999,0.17000000000000037,0.1299999999999999,206000000.0,18000000.0,8.313867220369154,0.037948061525526856,0.39269695325966575,0.02285760431069744,4.018658897585517,
18518,6711,228,4.36,0.14,,,1995.0,2030.0,1967.0,1494.0,2727.0,68,944.0,5158.0,95,35.0,1.4,1.4,1.38,1.3,1.5,68,1.1,1.7,95,1.32,220175489774424960,6.878381699999999,33419008.51299775,6386.728246532492,7.1084323000000005,19823588.92908148,14604.005435522777,6.549091000000001,19281091.756699227,18859.82463531116,3.7782116,3.765197,3.7912261,732.0,501.0,501.0,0.10000000000000009,0.09999999999999987,0.10000000000000009,1995000000.0,501000000.0,9.299942900022767,0.10906342628247075,0.146128035678238,0.03102103442166087,3.826787238816292,0.5772862770741605
18547,7997,272,4.38,0.14,,,459.0,596.0,783.0,370.0,1065.0,68,82.0,1259.0,95,21.0,1.68,1.68,1.63,1.6,1.8,68,1.5,1.9,95,1.66,218886037513023104,6.4869337,47926183.02771246,14823.544595009447,6.614308,31248713.76148331,51159.11035156105,6.316051,23897232.396005686,43221.23852413161,7.921838,7.887484,7.956191499999999,606.0,89.0,89.0,0.1200000000000001,0.07999999999999985,0.1200000000000001,459000000.0,89000000.0,8.661812685537262,0.08420960542350633,0.22530928172586284,0.03102103442166087,3.9029270960172626,0.8988259569239363
18592,6471,220,3.81,0.14,,,1563.0,1919.0,2476.0,1011.0,4732.0,68,218.0,6879.0,95,2002.0,1.19,1.19,1.18,1.1,1.3,68,1.0,1.4,95,1.59,4682863148465721728,5.931947,79903799.02622291,41677.53593540426,6.182915,46493172.55725795,79201.03830988139,5.587823,46734639.26621776,180642.3448821513,12.306488,12.255275,12.357701,3169.0,552.0,552.0,0.1100000000000001,0.08999999999999986,0.1100000000000001,1563000000.0,552000000.0,9.193958978019188,0.15337847345527508,0.07554696139253074,0.04014486807509054,3.8109713998222077,1.0901341325547953
18671,6598,224,4.36,0.14,,,2182.0,2119.0,2024.0,1601.0,2671.0,68,1296.0,4217.0,95,91.0,1.5,1.5,1.46,1.3,1.7,68,1.2,1.8,95,1.29,4827862206451768704,7.6864944,15876269.888728231,5068.661187940754,7.929185400000001,9308530.82424604,14612.834985727162,7.344533,9267333.347696794,24559.534775844808,5.664665,5.6404223,5.6889080000000005,489.0,581.0,489.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,2182000000.0,489000000.0,9.338854746252323,0.09732814007822645,0.17609125905568124,0.05790593092043356,3.8194123112093252,0.753174231418596
18703,6590,224,4.41,0.14,,,2250.0,2287.0,2207.0,1632.0,3132.0,68,1029.0,5623.0,95,43.0,1.35,1.34,1.32,1.2,1.5,68,1.1,1.6,95,1.27,4887488756385932672,8.834628,5514357.2852101065,1077.7524725862993,9.073203,3245444.112471505,3250.632471363056,8.480604,3254816.1825334,3486.66363697851,2.5019119,2.4882374,2.5155864,882.0,618.0,618.0,0.1499999999999999,0.15000000000000013,0.1499999999999999,2250000000.0,618000000.0,9.352182518111363,0.11928621769609316,0.13033376849500614,0.04825494243369461,3.8188854145940097,0.39827201278446056
18705,6218,211,4.39,0.14,,,2277.0,2851.0,3600.0,1717.0,6597.0,68,355.0,7943.0,95,1630.0,1.12,1.11,1.07,1.0,1.2,68,1.0,1.3,95,1.14,4890277594614541824,8.311632000000001,8926748.288488133,2437.321717404412,8.588954,5069599.337418154,5407.632232451065,7.913835499999999,5485722.953167289,7376.830860687081,1.9478174,1.9408833,1.9547516,4320.0,560.0,560.0,0.07999999999999985,0.1200000000000001,0.07999999999999985,2277000000.0,560000000.0,9.357363030615144,0.10680935874651777,0.04921802267018165,0.03102103442166078,3.793650717707173,0.28954824110039534
18735,7198,245,4.06,0.14,,,489.0,602.0,986.0,324.0,1479.0,68,71.0,1884.0,95,1377.0,1.45,1.45,1.46,1.4,1.5,68,1.3,1.6,95,1.58,49729231594420096,5.790159,91050554.9860928,51070.012482033184,5.972767,56422017.2324715,78309.91114797567,5.5273857,49409863.57962752,98088.05322510444,7.4765754,7.441685,7.5114655,990.0,165.0,165.0,0.050000000000000044,0.050000000000000044,0.050000000000000044,489000000.0,165000000.0,8.68930885912362,0.14654108285079048,0.16136800223497488,0.014975671789767317,3.857211842316892,0.8737027174564882
18837,6475,220,4.26,0.14,,,2116.0,2448.0,2548.0,1566.0,4879.0,68,422.0,6879.0,95,2167.0,1.23,1.22,1.21,1.1,1.3,68,1.0,1.4,95,1.24,3253255727482830848,7.6136265,16978360.797187574,4631.586349343889,7.8658333,9867834.674328469,10894.297655136032,7.258584,10030772.792650988,18566.982029066497,3.018617,3.0048845,3.0323493,2763.0,550.0,550.0,0.07000000000000006,0.1299999999999999,0.07000000000000006,2116000000.0,550000000.0,9.325515663363149,0.11288372639262215,0.08990511143939793,0.024715946124575325,3.8112397727532894,0.47980801354037395
18952,7038,239,4.33,0.14,,,1355.0,1483.0,1475.0,1178.0,2009.0,68,487.0,2818.0,95,29.0,1.5,1.49,1.44,1.4,1.6,68,1.3,1.8,95,1.42,4828038987305843584,7.423364,20230222.10949777,5510.725351243537,7.6274548,12290605.630233232,23072.10171033749,7.138553,11203319.814804304,17695.456266015095,4.9740877,4.957847599999999,4.990328,654.0,177.0,177.0,0.10000000000000009,0.10000000000000009,0.10000000000000009,1355000000.0,177000000.0,9.131939295210424,0.05673071830027717,0.17609125905568124,0.028952965460216806,3.8474492624991727,0.6967134382098104
18975,6863,233,4.18,0.14,,,1751.0,1819.0,1753.0,1223.0,2738.0,68,613.0,5788.0,95,1498.0,1.41,1.4,1.41,1.3,1.5,68,1.1,1.7,95,1.4,3298631404130765568,5.3328457,138742045.61976638,190702.41308162903,5.555624,82852507.86796872,123088.4366895541,5.0380874,77541286.88529418,100834.71551600356,6.5202727,6.483232,6.557313400000001,987.0,528.0,528.0,0.09000000000000008,0.10999999999999988,0.09000000000000008,1751000000.0,528000000.0,9.243286146083445,0.13095801624495543,0.14921911265537988,0.027720924376803333,3.8365139988906716,0.8142657597853808
19074,6438,219,3.79,0.14,,,2342.0,2665.0,2699.0,1778.0,5158.0,68,531.0,7286.0,95,2393.0,1.22,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.52,3253804830461648640,7.006306599999999,29704592.21004755,7616.0786726777405,7.2623863,17202861.19656097,18961.17599313952,6.653173,17518573.64403501,33645.65755484473,10.560408,10.491783,10.629032,2816.0,564.0,564.0,0.08000000000000007,0.11999999999999988,0.08000000000000007,2342000000.0,564000000.0,9.369586890736345,0.10458671553946797,0.08635983067474821,0.02847832668218047,3.8087509723495945,1.0236806974331794
19089,6514,221,3.27,0.14,,,2572.0,2503.0,2337.0,1763.0,3254.0,66,1447.0,5447.0,95,944.0,1.37,1.36,1.35,1.2,1.5,68,1.1,1.6,95,2.16,170911802573057664,6.5280304000000005,46145998.75232586,7143.848017930002,6.775007700000001,26949595.62348499,17487.069932784332,6.1814766,27050627.13514828,30606.64376297045,21.57801,21.419884,21.736137,682.0,809.0,682.0,0.1299999999999999,0.17000000000000015,0.1299999999999999,2572000000.0,682000000.0,9.410270964252184,0.11515895670996024,0.1367205671564068,0.041210425290089545,3.8138477542288545,1.334011390028557
19095,7064,240,3.89,0.14,,,1441.0,1447.0,1433.0,1209.0,1737.0,68,972.0,2113.0,95,1450.0,1.68,1.66,1.63,1.5,1.8,68,1.4,2.0,95,1.69,4889935410276355328,5.486314,120453865.14148036,107812.32158975024,5.6849356,73549712.15839641,130509.70628817492,5.2173386,65740441.21423471,127139.45392681992,9.123266,9.086262,9.160271,296.0,232.0,232.0,0.1200000000000001,0.17999999999999994,0.1200000000000001,1441000000.0,232000000.0,9.158663980813989,0.06992111020232783,0.22530928172586284,0.03102103442166087,3.8490506905695123,0.9601503374362019
19121,9711,330,4.13,0.14,155.0,0.0,315.0,309.0,294.0,286.0,304.0,23,261.0,364.0,85,383.0,3.18,3.19,3.26,3.1,3.3,64,3.1,3.4,78,2.27,3195405679101484416,6.2444096,59921480.25369614,17075.222417014484,6.288655,42178714.17394555,50553.53151400141,6.211674,26308639.02299578,31753.12228595976,,,,11.0,29.0,11.0,0.11999999999999966,0.08000000000000007,0.11999999999999966,315000000.0,11000000.0,8.4983105537896,0.015165839050589745,0.5024271199844327,0.016388471015217003,3.9872639541222354,
19205,7088,241,4.36,0.14,,,1435.0,1471.0,1433.0,1223.0,1830.0,68,891.0,2441.0,95,29.0,1.59,1.57,1.52,1.4,1.7,68,1.3,1.9,95,1.42,164262059326729088,5.090618599999999,173419851.60255724,219113.16571548829,5.307780999999999,104098114.57455932,72616.16548992964,4.8323655,93717741.71490596,115960.92330885294,5.1215096,5.092975599999999,5.1500435,395.0,212.0,212.0,0.10999999999999988,0.19000000000000017,0.10999999999999988,1435000000.0,212000000.0,9.156851901070011,0.06416057851114242,0.2013971243204515,0.03004553019456455,3.8505237088789945,0.7093979911159635
19213,6573,223,4.19,0.14,,,2206.0,2512.0,2337.0,1526.0,4815.0,68,531.0,7499.0,95,2173.0,1.26,1.26,1.24,1.1,1.4,68,1.0,1.5,95,1.31,4838010011581789952,7.9094524,12929013.036500774,3587.048895036709,8.147877000000001,7610347.95907534,9979.397190322185,7.571267,7520748.638475182,13424.268143166268,3.6109262,3.5973566,3.6244957,2609.0,680.0,680.0,0.1399999999999999,0.15999999999999992,0.1399999999999999,2206000000.0,680000000.0,9.343605508104172,0.13387137248151004,0.10037054511756291,0.04825494243369461,3.817763632280368,0.5576186124200999
19371,6708,228,4.33,0.14,,,1405.0,1689.0,1911.0,972.0,3073.0,68,244.0,5309.0,95,386.0,1.31,1.34,1.3,1.2,1.4,68,1.1,1.5,95,1.32,4888868952716516096,7.766318300000001,14750914.859053375,4021.2538193693313,7.994778,8762820.406977294,10015.837497530849,7.436952000000001,8511128.144622404,11300.603057108956,3.4814580000000004,3.4668508,3.4960651,1668.0,433.0,433.0,0.08999999999999986,0.1100000000000001,0.08999999999999986,1405000000.0,433000000.0,9.147676324241099,0.1338430680883331,0.11727129565576427,0.02983702547426916,3.8265930539340482,0.5417611602531573
19375,6599,224,4.42,0.14,,,2284.0,2287.0,2207.0,1621.0,3093.0,68,1122.0,5623.0,95,41.0,1.36,1.36,1.35,1.2,1.5,68,1.1,1.6,95,1.27,5096288866358856192,7.878838000000001,13298759.378194015,4154.492835263358,8.123495,7783186.116843511,6976.785577731723,7.5287395,7821179.125121002,7334.368271419674,2.6782827,2.6671665,2.6893990000000003,809.0,663.0,663.0,0.1399999999999999,0.16000000000000014,0.1399999999999999,2284000000.0,663000000.0,9.35869609957381,0.12606709347716985,0.13353890837021754,0.044706784901805297,3.8194781283621224,0.4278564160554474
19400,6591,224,4.2,0.14,,,1324.0,1679.0,2024.0,826.0,3766.0,68,183.0,5957.0,95,2078.0,1.24,1.24,1.24,1.1,1.3,68,1.1,1.4,95,1.31,276284736371675648,6.135903,66219382.20737844,14686.478137958831,6.37562,38932051.21646512,36478.43397805439,5.7928357,38693114.11252103,31667.13729378924,4.928947,4.9168267,4.941066999999999,2442.0,498.0,498.0,0.06000000000000005,0.1399999999999999,0.06000000000000005,1324000000.0,498000000.0,9.121887985103681,0.1633524561841536,0.09342168516223506,0.02101424912435091,3.8189513116401725,0.6927541482964786
19480,6674,227,4.19,0.14,,,1493.0,1830.0,1967.0,972.0,3868.0,68,244.0,6494.0,95,1859.0,1.27,1.27,1.27,1.2,1.4,68,1.1,1.5,95,1.34,226158447937009664,6.905989599999999,32579947.85867478,5088.333408856424,7.140594500000001,19244983.76848506,11998.426778555497,6.570219,18909510.878689844,15572.819332233696,5.1111712,5.090867,5.1314754,2375.0,521.0,521.0,0.1299999999999999,0.07000000000000006,0.1299999999999999,1493000000.0,521000000.0,9.174059807725026,0.15155219361794653,0.10380372095595687,0.04445534066726196,3.824386202318774,0.7085204280047539
19489,7129,242,4.2,0.14,,,1017.0,1245.0,1353.0,900.0,1893.0,68,230.0,2371.0,95,1086.0,1.48,1.48,1.46,1.4,1.6,68,1.3,1.7,95,1.47,3176445769311890176,7.570932000000001,17659299.60765077,6172.981650017107,7.759288000000001,10885293.314925972,23360.7085597286,7.300008999999999,9655269.690756092,12864.935597328762,5.3860993,5.358422,5.413777,876.0,117.0,117.0,0.1200000000000001,0.08000000000000007,0.1200000000000001,1017000000.0,117000000.0,9.007320952922745,0.04996308198886967,0.17026171539495738,0.03521306610026369,3.85302861471299,0.7312743559534183
19504,6649,226,4.26,0.14,,,1553.0,1845.0,2024.0,1059.0,3350.0,68,290.0,5788.0,95,1434.0,1.29,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.3,46975436002187136,6.4867163,47935778.89222036,11273.575726587773,6.722688000000001,28280042.239571445,34580.269620260595,6.157047,27666188.15307117,65337.05484601144,4.122908,4.1089945,4.1368217000000005,1797.0,494.0,494.0,0.10999999999999988,0.09000000000000008,0.10999999999999988,1553000000.0,494000000.0,9.191171455728558,0.13814647396021015,0.11058971029924897,0.037032862797951656,3.8227563329513905,0.6152036439116865
19513,7059,240,3.79,0.14,,,881.0,1113.0,1392.0,681.0,2027.0,68,141.0,2661.0,95,1328.0,1.43,1.43,1.41,1.3,1.5,68,1.3,1.6,95,1.79,162405533940990080,5.2737885,146497746.56190336,199060.2662527217,5.495637400000001,87558905.7754741,227700.172205814,5.017204799999999,79047131.81307727,273057.9938318671,24.179375,23.936092,24.422657,1146.0,200.0,200.0,0.07000000000000006,0.1299999999999999,0.07000000000000006,881000000.0,200000000.0,8.944975908412047,0.09859125582366668,0.1553360374650618,0.021259170442816538,3.8487431818956837,1.383445070819243
19535,6124,208,3.73,0.14,,,3266.0,3182.0,2778.0,2461.0,4379.0,60,1872.0,6144.0,95,2607.0,1.36,1.35,1.21,1.2,1.5,68,1.1,1.7,95,1.51,5095980796944384128,8.141975,10436525.811793145,3309.1526493353786,8.373967,6179712.515828258,7005.461271289413,7.800309700000001,6090376.042488787,12569.70059952715,3.3181531000000004,3.2875400000000004,3.3487663,1113.0,805.0,805.0,0.1399999999999999,0.16000000000000014,0.1399999999999999,3266000000.0,805000000.0,9.514016180400649,0.10704441455361839,0.13353890837021754,0.044706784901805297,3.7870351820262234,0.5208964205524819
19554,7029,239,4.29,0.14,,,1418.0,1418.0,1392.0,1152.0,1752.0,68,917.0,2175.0,95,376.0,1.74,1.73,1.69,1.5,1.9,68,1.4,2.1,95,1.43,3284773915487855488,5.6065335,107828334.0596127,88048.92995765018,5.8130393,65364143.2613276,88656.19522984273,5.330646,59225627.24716691,134687.30034962256,5.878154299999999,5.8559127,5.900396,334.0,266.0,266.0,0.15999999999999992,0.24,0.15999999999999992,1418000000.0,266000000.0,9.151676230847048,0.08146849942613892,0.24054924828259971,0.039935124772712785,3.846893543316625,0.7692409820018253
19571,8482,288,4.4,0.14,,,674.0,683.0,698.0,605.0,789.0,68,501.0,866.0,95,17.0,2.22,2.2,2.14,2.0,2.4,68,1.8,2.6,95,1.81,5092516888640338560,5.7628900000000005,93366354.7851614,43460.22201007873,5.850287000000001,63159766.83874535,68069.44576298726,5.649951000000001,44135458.24240628,66063.04764718699,,,,115.0,69.0,69.0,0.17999999999999972,0.2200000000000002,0.17999999999999972,674000000.0,69000000.0,8.82865989653532,0.04446041431947236,0.3463529744506387,0.0352130661002636,3.9284982681236906,
19575,6524,222,4.17,0.14,,,1648.0,2054.0,2337.0,1122.0,4597.0,68,251.0,6879.0,95,2381.0,1.22,1.22,1.21,1.1,1.3,68,1.0,1.4,95,1.3,3284750928822901760,7.724867,15324964.712631151,3019.955052667705,7.964069999999999,9014203.083735175,8102.369161893444,7.3807254,8963505.182001136,10104.350424160702,3.4420652,3.4210417,3.4630888,2949.0,526.0,526.0,0.08000000000000007,0.11999999999999988,0.08000000000000007,1648000000.0,526000000.0,9.216957207361096,0.13861583585018838,0.08635983067474821,0.02847832668218047,3.8145139523682383,0.5368190925261248
19579,6524,222,4.1,0.14,,,1473.0,1785.0,2337.0,891.0,4976.0,68,194.0,7286.0,95,2408.0,1.19,1.18,1.15,1.1,1.3,68,1.0,1.4,95,1.35,4681705190923359616,7.978401,12133491.852022162,3842.4475543279527,8.21377,7162212.743684333,11647.127145771528,7.6426563,7042152.102529986,11237.79367887723,3.8998294,3.8835979,3.916061,3503.0,582.0,582.0,0.1100000000000001,0.08999999999999986,0.1100000000000001,1473000000.0,582000000.0,9.168202746842631,0.1715949684098388,0.07554696139253074,0.04014486807509054,3.8145139523682383,0.5910456090113312
19628,6616,225,4.04,0.14,,,1707.0,2054.0,2144.0,1215.0,3580.0,68,345.0,5957.0,95,2194.0,1.29,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.42,232086327440939136,8.007477,11812877.136249822,6879.474685867181,8.244149,6964592.001981312,22505.207292699142,7.669311500000001,6871370.115010938,15953.051062752613,5.034594,4.9946394,5.0745487,1873.0,492.0,492.0,0.10999999999999988,0.09000000000000008,0.10999999999999988,1707000000.0,492000000.0,9.232233521114734,0.12517450796508486,0.11058971029924897,0.037032862797951656,3.8205954965444904,0.7019644539027434
19877,6782,231,4.21,0.14,,,1013.0,1296.0,1655.0,649.0,2738.0,68,137.0,4467.0,95,1470.0,1.31,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.36,3312136499294830848,6.2030330000000005,62249110.33263934,25204.839329903065,6.4273896,37119276.1108365,66296.92051213657,5.8899236,35383316.12279484,55036.695472285726,5.300475,5.2830057,5.3179445,1725.0,364.0,364.0,0.08999999999999986,0.1100000000000001,0.08999999999999986,1013000000.0,364000000.0,9.00560944536028,0.15605448313206677,0.11727129565576427,0.02983702547426916,3.8313577854420675,0.7243147904753804
19893,7293,248,4.3,0.14,,,616.0,787.0,1138.0,473.0,1540.0,68,100.0,1884.0,95,77.0,1.5,1.49,1.49,1.4,1.6,68,1.3,1.6,95,1.5,4781833626056162688,4.100341,431727647.5857992,1535659.0696439648,4.3539414,250598634.87413377,1249360.304867766,3.921508,216852646.5099629,937264.9696836747,6.9986525,6.946910000000001,7.050395,924.0,143.0,143.0,0.10000000000000009,0.10000000000000009,0.10000000000000009,616000000.0,143000000.0,8.789580712164426,0.10081836187039774,0.17609125905568124,0.028952965460216806,3.862906213562998,0.8450144302787952
19894,6245,212,4.21,0.14,,,2947.0,3548.0,3600.0,2394.0,6494.0,68,794.0,8913.0,95,3851.0,1.15,1.14,1.13,1.0,1.2,68,1.0,1.3,95,1.17,4869790020792562688,7.9212375,12789435.630383087,3146.4175778741533,8.198385,7264421.492806046,7598.381137952945,7.543473,7715764.046777938,24353.148400013903,2.1481645,2.142285,2.154044,3547.0,553.0,553.0,0.050000000000000044,0.1499999999999999,0.050000000000000044,2947000000.0,553000000.0,9.469380135849924,0.08149468900322301,0.06069784035361165,0.018882368778402266,3.7955324427101544,0.3320675352709153
19949,9825,334,3.77,0.14,228.0,0.0,162.0,205.0,303.0,124.0,423.0,68,29.0,473.0,95,388.0,2.19,2.18,2.14,2.1,2.3,68,2.0,2.4,95,2.78,275189932031936000,5.142108400000001,165387574.66785955,255796.92676187647,5.2117414,113725705.91791676,124387.34038201894,5.1072106,72758509.30477303,296117.0113361908,,,,261.0,38.0,38.0,0.10999999999999988,0.08999999999999986,0.10999999999999988,162000000.0,38000000.0,8.209515014542632,0.1018715451377998,0.34044411484011833,0.021813878086464674,3.992332559047464,
20042,12930,440,4.23,0.14,19.0,0.0,146.0,148.0,147.0,134.0,166.0,68,114.0,183.0,95,77.0,3.85,3.82,3.77,3.5,4.1,68,3.2,4.5,95,3.26,4870527586936740480,3.4483976000000003,787022714.0173267,73928.25168578458,3.5558339999999995,522662878.2610561,10264000.42194884,3.6256325,284783609.44103926,901944.3911450496,,,,20.0,12.0,12.0,0.24999999999999956,0.3500000000000001,0.24999999999999956,146000000.0,12000000.0,8.164352855784436,0.035695436868760415,0.5854607295085006,0.028200940383327985,4.111598524880394,
20060,6257,213,3.99,0.14,,,2935.0,3395.0,3600.0,2304.0,6131.0,68,763.0,8002.0,94,3020.0,1.16,1.15,1.13,1.1,1.2,68,1.0,1.3,95,1.35,4897181638580427776,8.277928,9208200.950382331,1744.4037813678265,8.541366,5296744.613543862,2779.3608374960736,7.894655999999999,5583486.107671837,3648.84753414389,2.4670448,2.4551733,2.4789164,3196.0,631.0,631.0,0.040000000000000036,0.05999999999999983,0.040000000000000036,2935000000.0,631000000.0,9.467608105583633,0.09336961433763266,0.06445798922691845,0.014975671789767317,3.7963661549775214,0.39217703607916865
